timestamp,login,event,subsystem,comment,description
2008-01-24 04:29:39,user163@company.org,search_failed,reporting_frontend,Action search_failed completed successfully in reporting_frontend,Failed attempt to perform search
2006-12-08 15:34:33,user962@outlook.com,session_end,network,User user962@outlook.com performed session_end in network,System event: session_end
2001-08-25 01:36:02,user813@outlook.com,read_partial,messaging,Performance issue detected during read_partial,System event: read_partial
2015-03-24 08:41:12,user591@company.org,search_success,db_backend,Routine operation: search_success,Successful completion of search
2015-08-11 20:26:09,user879@gmail.com,session_start_failed,db_v2,Routine operation: session_start_failed,Failed attempt to perform session_start
2003-05-25 09:25:20,user29@yahoo.com,password_reset,auth_legacy,User user29@yahoo.com performed password_reset in auth_legacy,System event: password_reset
2016-08-08 09:43:55,user800@domain.net,restore_attempt,db_v2,User user800@domain.net performed restore_attempt in db_v2,System event: restore_attempt
2001-02-16 08:19:52,user142@yahoo.com,read_partial,messaging_legacy,Failed to perform read_partial in messaging_legacy by user142@yahoo.com,System event: read_partial
2022-11-07 11:52:04,user221@domain.net,login_failed,ui,System recorded login_failed for subsystem ui,Failed attempt to perform login
2003-05-10 22:35:50,user13@outlook.com,read_complete,db_v2,Unexpected behavior during read_complete,System event: read_complete
2010-06-14 00:59:20,user666@gmail.com,delete,storage,Unexpected behavior during delete,Removal of a resource
2004-10-30 21:11:16,user360@yahoo.com,import_partial,ui_new,Security-related action: import_partial,System event: import_partial
2004-11-20 05:35:16,user361@outlook.com,audit_attempt,messaging,Failed to perform audit_attempt in messaging by user361@outlook.com,System event: audit_attempt
2023-06-07 10:34:45,user597@company.org,logout_complete,reporting_frontend,System recorded logout_complete for subsystem reporting_frontend,System event: logout_complete
2020-02-15 12:04:04,user665@gmail.com,warning_attempt,reporting,User user665@gmail.com performed warning_attempt in reporting,System event: warning_attempt
2006-01-02 06:50:55,user420@outlook.com,config_change_partial,api,System recorded config_change_partial for subsystem api,System event: config_change_partial
2016-07-09 05:39:37,user341@outlook.com,info_failed,storage,Security-related action: info_failed,Failed attempt to perform info
2020-09-24 20:30:12,user984@gmail.com,logout,storage_backend,Failed to perform logout in storage_backend by user984@gmail.com,User session termination
2014-09-13 02:18:36,user567@gmail.com,delete_failed,monitoring,Security-related action: delete_failed,Failed attempt to perform delete
2018-07-12 09:37:56,user883@gmail.com,delete_attempt,network_v2,Security-related action: delete_attempt,System event: delete_attempt
2014-01-07 08:21:50,user79@domain.net,import,billing,Routine operation: import,System event: import
2019-08-04 02:53:47,user434@gmail.com,config_change_attempt,auth,User user434@gmail.com performed config_change_attempt in auth,System event: config_change_attempt
2021-12-16 04:10:33,user838@yahoo.com,password_reset_partial,monitoring,Security-related action: password_reset_partial,System event: password_reset_partial
2014-03-04 13:01:39,user652@domain.net,warning_complete,messaging,warning_complete operation was initiated by user652@domain.net,System event: warning_complete
2006-12-29 20:47:18,user719@outlook.com,read_partial,ui_frontend,Unexpected behavior during read_partial,System event: read_partial
2015-06-09 01:16:36,user304@outlook.com,password_reset_complete,messaging,Routine operation: password_reset_complete,System event: password_reset_complete
2004-09-09 05:14:09,user709@gmail.com,password_reset_complete,messaging_legacy,Performance issue detected during password_reset_complete,System event: password_reset_complete
2016-08-30 17:06:59,user830@domain.net,session_start_attempt,auth_legacy,Security-related action: session_start_attempt,System event: session_start_attempt
2008-12-21 20:39:19,user57@gmail.com,session_start_attempt,storage_backend,User user57@gmail.com performed session_start_attempt in storage_backend,System event: session_start_attempt
2024-01-15 01:43:08,user689@outlook.com,auth,db,Routine operation: auth,System event: auth
2024-09-18 02:58:16,user775@gmail.com,warning_failed,monitoring,Routine operation: warning_failed,Failed attempt to perform warning
2015-03-17 13:53:27,user66@outlook.com,login_success,db,User user66@outlook.com performed login_success in db,Successful completion of login
2002-04-08 01:15:34,user429@outlook.com,audit_attempt,reporting_frontend,System recorded audit_attempt for subsystem reporting_frontend,System event: audit_attempt
2018-11-22 23:29:24,user448@gmail.com,audit,ui_frontend,Routine operation: audit,System event: audit
2003-11-23 05:26:17,user247@outlook.com,create,auth,Unexpected behavior during create,Creation of a new resource
2018-08-11 20:26:49,user68@domain.net,import_attempt,auth_legacy,System recorded import_attempt for subsystem auth_legacy,System event: import_attempt
2022-12-21 11:11:12,user226@outlook.com,session_start_failed,db_backend,Failed to perform session_start_failed in db_backend by user226@outlook.com,Failed attempt to perform session_start
2010-08-02 03:08:19,user570@company.org,warning_partial,ui_new,Security-related action: warning_partial,System event: warning_partial
2016-10-23 22:40:03,user430@yahoo.com,session_start_failed,ui,User user430@yahoo.com performed session_start_failed in ui,Failed attempt to perform session_start
2003-06-20 01:25:56,user936@company.org,auth_partial,reporting,Debug information for auth_partial,System event: auth_partial
2023-01-08 23:53:41,user495@domain.net,session_start_complete,db_v2,Debug information for session_start_complete,System event: session_start_complete
2014-10-03 18:17:53,user847@domain.net,audit,reporting_frontend,Routine operation: audit,System event: audit
2005-05-03 14:36:27,user699@yahoo.com,config_change_success,billing_legacy,Routine operation: config_change_success,Successful completion of config_change
2023-11-21 03:52:04,user604@outlook.com,config_change_success,ui,Performance issue detected during config_change_success,Successful completion of config_change
2001-05-12 08:32:54,user907@gmail.com,config_change_attempt,storage,System recorded config_change_attempt for subsystem storage,System event: config_change_attempt
2000-09-23 02:43:41,user930@yahoo.com,session_start_failed,ui_frontend,Routine operation: session_start_failed,Failed attempt to perform session_start
2023-07-08 20:01:03,user217@company.org,login,messaging_legacy,Action login completed successfully in messaging_legacy,User authentication in the system
2023-08-26 10:48:33,user487@gmail.com,auth_success,reporting,Debug information for auth_success,Successful completion of auth
2001-05-29 12:48:10,user198@domain.net,import_success,messaging,Security-related action: import_success,Successful completion of import
2015-04-09 23:03:52,user603@company.org,error_partial,reporting,Unexpected behavior during error_partial,System event: error_partial
2005-02-21 00:36:24,user523@domain.net,logout_success,db,Failed to perform logout_success in db by user523@domain.net,Successful completion of logout
2007-05-21 15:27:39,user697@company.org,read_partial,db_backend,Routine operation: read_partial,System event: read_partial
2013-07-27 20:29:05,user94@company.org,create,ui,Failed to perform create in ui by user94@company.org,Creation of a new resource
2016-07-29 22:25:14,user118@yahoo.com,warning,billing,Unexpected behavior during warning,Potential issue that needs attention
2020-03-05 23:49:04,user714@domain.net,session_start_partial,storage_backend,User user714@domain.net performed session_start_partial in storage_backend,System event: session_start_partial
2014-07-24 23:07:01,user128@company.org,warning_complete,ui_new,Unexpected behavior during warning_complete,System event: warning_complete
2000-02-12 07:44:04,user957@domain.net,search_failed,messaging,Debug information for search_failed,Failed attempt to perform search
2023-07-11 23:46:16,user748@domain.net,read_complete,db_v2,Routine operation: read_complete,System event: read_complete
2003-03-19 07:09:58,user760@yahoo.com,search_attempt,billing,Debug information for search_attempt,System event: search_attempt
2009-07-24 22:24:41,user234@gmail.com,read_success,messaging,Security-related action: read_success,Successful completion of read
2019-03-25 14:01:38,user168@domain.net,import_success,db_v2,User user168@domain.net performed import_success in db_v2,Successful completion of import
2000-07-13 14:29:37,user460@company.org,config_change_attempt,network,Failed to perform config_change_attempt in network by user460@company.org,System event: config_change_attempt
2014-03-25 06:35:20,user651@domain.net,backup,ui,User user651@domain.net performed backup in ui,System event: backup
2016-02-29 01:25:19,user317@gmail.com,warning_complete,api,warning_complete operation was initiated by user317@gmail.com,System event: warning_complete
2011-08-09 03:46:05,user753@gmail.com,backup,billing_legacy,Routine operation: backup,System event: backup
2007-07-17 20:50:52,user825@domain.net,delete_complete,storage_backend,User user825@domain.net performed delete_complete in storage_backend,System event: delete_complete
